Contract_ID,Contract_Type,Contract_Date,Balance
r82cOX,TDC,2023-02-23,113051.03911090834
sISdjy,Mortgage,2022-03-18,144179.26530959882
L5LjyM,Checking Account,2021-01-04,81430.60506671113
biVfc2,Checking Account,2021-11-17,47260.03138701431
goK2fQ,Mortgage,2022-03-23,43142.66574601035
4BN1ky,Checking Account,2023-01-03,36568.75419168357
kXPLSU,TDC,2020-01-28,143015.64236003888
YXGiOb,Saving Account,2022-11-19,2786.281538385443
WaFliw,Saving Account,2023-06-24,94763.83421594677
lpKeCL,Saving Account,2021-08-17,137425.6555156303
QYqKQP,Mortgage,2021-05-10,1054.541637012169
ZtCe9u,TDC,2020-03-07,8118.409408659336
vyFGDR,TDC,2022-03-25,97624.52703240792
0xSIF7,Saving Account,2024-02-18,144351.09762373415
TsCE7D,Checking Account,2023-09-26,111181.44008914943
BvjkNm,Checking Account,2020-11-11,88199.35978725902
u1pzyt,Mortgage,2023-01-16,70084.59629689866
XepfqY,TDC,2023-02-22,40820.673546294645
yt185s,Saving Account,2020-06-26,138199.96354066525
exyNVP,TDC,2022-05-22,58269.23642781911
jJpDyD,TDC,2021-01-13,4287.496145988087
aeTpBQ,Checking Account,2020-02-16,135871.76962134696
T05C9r,Checking Account,2023-06-28,54445.56037241426
FPNpxI,Checking Account,2023-02-12,18746.92613751197
qrSzIN,Checking Account,2022-04-17,59348.18246907654
rwTkLL,Checking Account,2024-02-19,93386.31123842957
fU5JLO,Checking Account,2021-05-01,83244.26300709322
RwuULT,Saving Account,2020-08-20,32191.274615294056
JQepOe,Mortgage,2023-05-25,72917.42228694643
we2RVl,Checking Account,2023-01-16,133615.89256629255
fAu6ih,TDC,2021-01-09,14789.89143272275
XsYDac,Mortgage,2022-06-07,147429.80768907996
ZeqpC0,Mortgage,2022-02-03,27192.77659989375
AlUtFO,TDC,2022-04-19,102111.54270551412
P2bPEc,Saving Account,2022-02-06,686.5381460068522
eFilmi,Mortgage,2021-11-04,73964.77422722224
a5MtZD,TDC,2020-10-06,12155.31712383232
6nsxT1,Checking Account,2021-11-24,38726.9348140594
XYmBAK,Saving Account,2021-02-11,100239.75443743265
LonGeZ,TDC,2020-09-24,4401.852863059958
ncbt8H,Mortgage,2020-02-29,149528.69687514202
szlhNQ,Mortgage,2021-07-14,10801.861035253109
BA9Sc3,TDC,2024-01-21,40577.1247056386
9ClBKE,Mortgage,2022-11-15,108763.50559075054
9eihbO,Checking Account,2021-04-04,28680.362065750964
71Tp1y,TDC,2023-08-12,95554.97593905659
qdscTC,Mortgage,2023-08-10,71504.58494223651
hQg4aL,Saving Account,2023-02-17,141490.65663603993
GvAoFu,Checking Account,2021-06-14,4183.6153984178145
JZFFfx,Saving Account,2022-08-30,7988.955664560095
6rD2jQ,Mortgage,2021-03-01,63126.928368838286
Zi0duP,Checking Account,2020-12-21,108975.9307331322
vbxFmT,Mortgage,2021-08-30,145777.13026046436
WUFCPi,TDC,2020-01-09,29427.440622941212
fLse0e,Mortgage,2020-04-02,27242.23389849274
TZraih,Mortgage,2023-08-26,114443.18546179088
XnkIhW,Checking Account,2023-10-03,144964.45402292968
A6OmFC,Checking Account,2023-04-05,97861.56019707271
OBH36Q,Mortgage,2022-11-22,140933.56946634024
a49HcP,Checking Account,2024-01-10,136510.76468713442
KZxsRy,Mortgage,2020-06-04,48361.07292030173
3vaRVz,Checking Account,2020-07-29,47621.623726188875
14K72Q,TDC,2024-02-21,144831.87593637046
xLJXuI,Mortgage,2022-07-18,9584.53945605157
4Zw1ZN,TDC,2021-05-27,100169.42037743657
biSvUp,Saving Account,2023-10-21,20320.08254607231
Nr3eBJ,Checking Account,2022-05-25,89251.94947918363
OFIJyn,Checking Account,2020-09-13,126628.1681142091
em0gTu,Checking Account,2020-01-31,75025.63671444643
pwPk9p,TDC,2020-03-05,76297.72321799428
iTwNHr,Saving Account,2023-05-19,145149.23840418106
Km8rfX,Saving Account,2022-04-09,110255.37710440793
op5m5L,Checking Account,2023-12-23,15006.974353090076
zXdB0V,Checking Account,2020-09-09,71271.85404678842
Ugyt3p,Mortgage,2024-01-09,41614.00405105673
NGDiBS,Saving Account,2022-06-18,76646.39907907812
IvG5W3,Checking Account,2020-08-28,57247.57835723328
r56T8M,Saving Account,2020-05-02,21104.43383046924
gXmDtj,Mortgage,2020-08-04,23105.173838368806
utRS5w,Mortgage,2020-08-22,28127.692039345922
HKZDQL,Checking Account,2022-04-30,75628.98937711172
Y2IGZO,Saving Account,2020-10-17,140142.21064095432
Yc9mAI,Checking Account,2021-09-24,24935.850927424857
1ISpqx,Saving Account,2021-08-27,120860.78257429713
xlkb3l,TDC,2020-01-30,56995.46668215654
DcimDe,Saving Account,2021-07-27,86851.75737844463
QgYQMK,Mortgage,2021-03-23,94609.78571478756
zbSLGV,Mortgage,2021-06-18,119168.45032669065
icWSaF,Saving Account,2023-04-24,35755.07135243137
xzb9oI,Saving Account,2022-05-25,22344.906636778273
lxMfbF,Saving Account,2023-04-02,95870.13151048362
DeWN0w,Checking Account,2020-01-25,76749.73179497615
gQLhsN,Saving Account,2021-01-03,78838.37595272476
UuHXLi,Saving Account,2022-07-02,136181.36422326957
uSizqA,Mortgage,2023-11-29,47821.83045928966
fCrD7L,Checking Account,2020-01-16,88310.50373580953
u1GNjm,TDC,2021-07-25,96384.5183907173
mgfIi7,TDC,2023-04-19,110398.46756977434
8vUZA6,TDC,2023-04-10,32798.85106788574
B1snNF,Mortgage,2021-07-24,93697.42331902088
IzgjkR,Checking Account,2021-06-15,84087.07429638325
QWaUP4,Mortgage,2020-05-14,96838.64646038537
Njb37w,Checking Account,2022-06-11,59923.62643642863
TTHQhB,Mortgage,2022-11-16,5390.417541586463
zO9xQx,Saving Account,2022-11-30,39087.938539848845
MkGk0K,Saving Account,2021-07-30,121962.77666477661
hfB5aW,Mortgage,2021-07-21,15921.75170620591
TajyHc,Mortgage,2020-04-10,56329.14734067228
LcSSwg,TDC,2021-09-28,86248.27359304845
2Bnkt5,Checking Account,2020-10-18,68179.84360178112
kHpBlC,Mortgage,2021-07-14,140616.40909219882
7LPXUv,Mortgage,2024-01-11,72085.10657678143
7KA6ld,Mortgage,2024-01-24,146463.50811999282
PVNtQf,TDC,2022-06-12,30772.13145804125
TqDy8T,Saving Account,2021-01-26,56381.48343911332
hkRL0D,Checking Account,2023-05-27,61270.89684401267
5Rjvzp,Mortgage,2020-08-21,105543.07280228805
aql2ZU,Mortgage,2020-11-26,118331.42163819057
R8Uf4E,Mortgage,2023-07-22,90699.57888260363
KQOEUa,TDC,2022-03-25,122046.84714656926
kGrTDe,Checking Account,2020-10-15,3128.714559312263
hr7CuF,Checking Account,2022-07-21,14981.415047561497
z3ZtQE,TDC,2020-07-28,143514.55492738154
siHD69,Checking Account,2023-12-29,33991.42642853638
WjkaSM,Mortgage,2023-07-02,136562.26304820064
HZOzIn,TDC,2022-02-24,92886.88737726101
Fn35gS,Saving Account,2023-05-02,10810.736463221376
57jBIP,Saving Account,2023-12-06,111755.77530236964
H8Qq8i,Mortgage,2020-06-22,84882.54393052937
8wxSKR,Saving Account,2021-05-10,120586.68702684605
PQt4bz,TDC,2022-06-22,103565.06748171832
IDCdAK,Mortgage,2022-06-24,54863.89200566833
FTYPWg,Saving Account,2022-05-19,61235.52457189948
gj3H7N,Saving Account,2022-08-29,113989.8778292608
W5k82x,TDC,2022-08-22,25561.749953993643
lcL6VR,Checking Account,2020-05-29,98192.65735290035
tbGy35,TDC,2022-08-15,132613.10361302036
m75Wmo,Mortgage,2020-09-14,131915.46980590757
iZ74FC,TDC,2021-07-09,10522.177940571864
noT2RO,Checking Account,2021-01-31,98961.05630863966
ueOEWy,Saving Account,2021-12-27,8049.368116086256
LW7nH0,Saving Account,2021-02-11,149140.45582122935
YLMBN3,Mortgage,2021-11-24,27262.492165280753
VuspTP,TDC,2020-10-14,28518.987229087816
QJbt00,TDC,2021-09-05,137183.10860010437
vPowJS,Checking Account,2021-10-12,21939.21460453785
68WcHn,Saving Account,2021-07-13,88898.01711565471
scMoaZ,TDC,2020-05-31,84311.43926542754
SVT3Wl,TDC,2021-05-07,67427.52711855042
biWeEj,Mortgage,2020-08-20,48306.32500381491
obIHqp,Checking Account,2021-02-07,61340.313841235155
gOF7AD,TDC,2023-08-22,140796.61048008542
gNPsQp,TDC,2023-05-13,87543.85900998425
ATEops,TDC,2020-10-05,41797.503466698196
LjAQ0l,Checking Account,2021-06-06,31721.955120632094
tP4Tvk,TDC,2021-11-26,38426.47274439906
oTPLur,Mortgage,2023-04-12,40566.15385438779
BflKUR,Saving Account,2020-05-05,136232.86019440604
28PvzX,TDC,2021-08-04,49438.26765831215
8WWXzs,Mortgage,2023-05-22,71698.36374520877
niqK9e,Checking Account,2021-08-03,104124.26285069261
9AN6sp,TDC,2021-02-20,30051.623420124677
DXsSn0,Mortgage,2023-09-12,73795.90900413736
SWtJ6a,Checking Account,2022-10-26,3837.1246362048823
i1hkhc,TDC,2021-06-30,120701.02965206669
tvkghc,Checking Account,2023-06-26,68314.62526448163
4tlU1u,Saving Account,2020-08-18,11626.159666879013
MHJ0hb,Mortgage,2021-10-05,70756.49408915653
y1mnzE,Mortgage,2024-02-10,93668.30507114423
oN2yz2,Mortgage,2020-11-17,126259.1624112385
G9krBn,TDC,2020-11-06,146363.65422964504
rHjOlx,Saving Account,2020-09-01,136588.33430352464
DdjdA3,Checking Account,2022-06-23,32047.384277029807
GUTJo7,Checking Account,2021-12-15,143423.06903729678
aGoRt2,Checking Account,2022-07-12,43434.27203126881
u1ez1e,Saving Account,2021-10-25,97556.52331984015
NUMxps,TDC,2022-10-20,148227.06662215234
0VWbFB,Mortgage,2023-05-21,109265.45867306612
yaMcGO,TDC,2022-06-30,55914.968058906
ZR9gQP,TDC,2022-12-28,143541.78330057024
ndbfzQ,TDC,2021-01-14,42042.196199940714
MJBFht,TDC,2023-04-03,84307.27715638292
gvIshX,Checking Account,2020-01-03,142001.77253949837
nmQszU,Mortgage,2021-07-21,44911.793552387244
kesXss,Mortgage,2020-07-31,115152.50563187679
vNS8Nt,Saving Account,2020-02-17,126399.22379660359
JEd8dV,TDC,2021-11-16,20716.152590348014
f6eb79,Checking Account,2021-09-27,65085.586269710446
ByjhEA,Mortgage,2024-02-14,51088.14437285914
7vmfTR,TDC,2023-11-27,47496.16332143304
CC5K1m,Saving Account,2022-05-31,102925.9840606986
hka3cD,Saving Account,2023-06-10,18089.070584327947
TCWsVt,Saving Account,2024-03-02,33693.86517011977
4i4nTb,TDC,2020-05-27,101011.28645513998
inP79k,Checking Account,2023-07-30,145563.4053855698
rZlizd,Mortgage,2020-03-22,99821.64790757214
CuaC9S,Saving Account,2021-08-26,3844.0741031662387
lxmFik,Checking Account,2021-03-25,114215.19047452882
NdWF3d,Checking Account,2022-08-28,84739.66173211778
zVgeE2,Saving Account,2022-12-07,48834.00351806717
LYztwC,Checking Account,2020-11-05,82559.97626330392
CyJvVw,Checking Account,2021-10-31,84731.54795748691
YuXbrw,TDC,2020-01-05,94349.55482829377
j5xUw2,Saving Account,2023-09-15,119689.73250059487
DEmQNT,Mortgage,2023-01-08,140580.6491196639
y5nFOD,TDC,2022-08-10,72016.46733930273
BZR7Bi,Saving Account,2020-12-22,118184.30431278738
PmAIiZ,TDC,2021-09-19,23738.04090079018
6V7HQr,TDC,2022-08-12,114163.86988365669
saqhTD,Checking Account,2024-01-05,126833.28471195065
r6AAGA,Mortgage,2022-01-23,39943.900546668396
w97E6s,TDC,2023-07-30,49290.51839685522
XsKCTD,TDC,2024-01-05,107546.62663352033
5DhZtC,Mortgage,2022-02-05,87803.6714055563
L7mdDQ,TDC,2022-07-20,6465.058105702641
uRleat,Mortgage,2021-10-22,68252.62360786175
ccV1nH,Mortgage,2024-03-06,28089.50862790078
xD2lre,Mortgage,2021-09-18,66549.2656432229
Nz71XM,TDC,2023-12-14,25644.899618963147
Ee40sQ,TDC,2021-09-21,101083.93463690962
LatK5Y,Saving Account,2020-04-04,32975.01719971128
cDdN1g,TDC,2021-04-26,134241.82459771377
9dd6uY,TDC,2020-09-30,57677.93447072405
c0W6dU,TDC,2020-09-16,28134.33475998006
FuqSIV,TDC,2023-09-02,39354.14422806594
xxRnCP,Saving Account,2023-07-13,24556.29231790658
UOiuKP,Checking Account,2021-05-12,40311.13452116372
dvqj9W,Checking Account,2020-07-08,73489.17961509518
fhOO1b,Mortgage,2022-02-21,45214.05308227561
6e0m2T,Saving Account,2022-08-25,148877.2788641698
2ZDlhb,TDC,2021-11-28,111084.55566733371
61L3fr,Checking Account,2020-09-04,58119.5492530688
2a2mxa,Saving Account,2022-06-12,123751.48464097735
7HJtFL,Saving Account,2023-09-10,60721.35993515862
Lf9TMo,Mortgage,2021-08-28,81524.17429382598
zR4h4T,TDC,2020-12-19,84858.86048031038
eUgbZh,Mortgage,2023-01-20,68357.8949499526
FlXa1A,Mortgage,2020-07-14,124382.84628474365
ajqRUM,TDC,2021-01-31,56447.90208002924
6KN1x7,TDC,2020-01-28,66660.6900763898
W2n98O,Mortgage,2024-01-21,69622.97343542472
x82mmi,Mortgage,2023-11-06,76273.48283027529
n1tdv9,TDC,2021-12-11,117118.61233627892
Ydop2a,Mortgage,2023-05-10,115647.64279606123
NsMhy4,Checking Account,2023-04-12,14373.170349785263
cWAVNM,Mortgage,2021-05-02,57658.46565846464
jSXXnn,TDC,2022-01-15,1143.3362779033273
bFj9PI,TDC,2023-09-04,31990.681815794873
8Yc9Tk,Mortgage,2021-06-24,148851.8561474558
2B95Do,Mortgage,2022-02-28,123634.86288133306
rhTd7K,Checking Account,2023-03-20,66592.60116225823
h7iuDv,TDC,2020-12-06,90642.20142703906
rvkftO,Saving Account,2021-04-30,68513.83769983087
jR1emk,Mortgage,2022-05-31,25781.678922373234
nxPvSQ,Mortgage,2023-07-18,131199.074518396
2hG5Gh,Mortgage,2020-02-14,28360.414690652928
IUerUS,Saving Account,2022-02-02,115227.30952327365
wgcBPh,Checking Account,2022-12-16,33252.86820860964
Gh3lnD,TDC,2020-08-01,61950.98826554639
RvjfsC,Mortgage,2021-02-25,33021.01678742873
ZBETL7,Mortgage,2020-11-17,138892.8301309663
qXje7m,Saving Account,2021-08-03,61995.276413769374
utTu2g,Saving Account,2020-01-25,73115.28743684184
yuqkFm,TDC,2023-09-02,88098.82813521751
5RlLwJ,Mortgage,2021-03-21,12426.732398125883
17KT0J,Mortgage,2022-08-26,117756.03817743376
4bcem9,Checking Account,2021-11-01,10650.129592039813
gFiN4Z,Checking Account,2024-01-30,2007.6379520920964
OKSQXR,Checking Account,2023-02-12,87394.95095464843
gXCS3k,Saving Account,2020-12-18,136466.18797923514
umtPhV,Checking Account,2023-11-15,38852.86544276198
d4avHX,Saving Account,2020-01-11,34338.62206209403
AGGdJ4,Mortgage,2020-12-08,14352.724584441172
QVIg4m,TDC,2023-08-16,80141.52376087513
WjU329,Mortgage,2023-05-21,12608.755752334186
BpSHwE,Saving Account,2022-08-04,117093.0699974291
cgX0FG,Checking Account,2021-08-24,44885.627436584844
YGcFwK,Saving Account,2020-07-25,122121.40824621914
dqzQSa,Checking Account,2023-08-29,78548.99640318358
14yBYR,Mortgage,2021-01-28,42558.78612193648
A4wTcO,Checking Account,2023-01-27,72873.78306264324
VomnWz,TDC,2024-01-11,14637.292293572573
MxrpZy,Checking Account,2022-09-14,119068.88561955943
Gsob9c,TDC,2022-06-15,75024.27961149758
s51dxo,Mortgage,2023-05-30,142382.86562592033
VswKXM,Saving Account,2022-05-10,46739.138845868125
5ZXa71,Checking Account,2020-11-05,33958.37055162332
O1zMie,Mortgage,2023-04-12,11925.902112534179
ypjgCx,Checking Account,2020-07-13,132776.84689236252
8rzMp7,Mortgage,2023-11-01,37600.37375603923
eyKtQC,Mortgage,2021-08-29,130593.55412108575
ijxP3N,Checking Account,2022-05-27,138702.13270863282
5KpfGN,Mortgage,2023-07-04,83908.72405463098
qbajC4,Saving Account,2022-10-25,101612.84779306914
YnMamT,Checking Account,2023-09-12,71622.35148114557
H21S56,TDC,2024-01-19,69372.88535115555
aScypC,Checking Account,2024-01-23,15485.966952201527
gyNmV0,Mortgage,2023-02-21,137486.8734660194
wtTa7V,Saving Account,2022-01-16,13204.910278946005
wtcP7o,Mortgage,2021-07-15,149665.7434043141
q3JmOz,Mortgage,2023-10-18,140659.0234250862
7zkpmS,Saving Account,2023-09-19,118467.55936929471
l1vxAM,Mortgage,2023-07-02,49325.83851188647
3X8jHM,Saving Account,2022-11-12,101939.10701363282
YYrqHO,Mortgage,2021-12-30,83842.02422491928
UU97gc,TDC,2022-08-09,137249.01257453056
RCXesn,Checking Account,2023-01-20,128961.86726141218
mbftgr,Checking Account,2023-05-27,117210.56627125613
H8gh4m,TDC,2020-07-28,87742.72907072486
H439Ix,Saving Account,2020-02-17,79135.18452665994
CfSOgp,Mortgage,2023-03-02,41320.122202292194
zLPrlm,Saving Account,2022-07-19,17720.70556636827
y7MUFJ,Checking Account,2021-09-07,103667.72415661508
9M8dxf,Saving Account,2022-10-18,21916.33183062529
Me5PHu,TDC,2023-07-10,31783.238113655818
YHP97s,TDC,2021-10-19,64625.622040393806
2wTMgH,TDC,2021-06-19,108209.9080796738
PwbSJz,Checking Account,2021-04-26,148147.62573450257
U56E1M,Checking Account,2023-05-23,19112.97521472733
MExX2i,Checking Account,2020-08-09,31089.68485427266
mAAeky,Mortgage,2021-03-26,86699.58425478212
lVluo1,TDC,2024-01-26,88970.686265822
vWRXBp,Saving Account,2022-02-13,84489.68904973305
EshvH5,Checking Account,2021-02-08,115124.86770451661
ck23at,TDC,2021-09-08,120908.75767068448
OKfIA7,TDC,2023-01-07,47065.51426467535
AoL4wt,Checking Account,2022-07-18,7569.266541540233
T7oF4c,Saving Account,2021-01-09,117527.77756204175
SpnlTD,Mortgage,2023-05-19,26457.563008630543
EKFQXb,TDC,2023-08-01,68351.65487524487
DXQg0b,TDC,2021-12-18,145606.31728275484
zJUbSh,Mortgage,2023-06-09,50285.75621436683
40vVVa,Mortgage,2023-12-17,31302.11358075349
bKMer9,Mortgage,2024-01-10,112013.19206192253
jUNGyX,Checking Account,2020-11-09,56445.33399865457
inSmka,Mortgage,2022-12-12,43775.14769161972
EnDipS,Saving Account,2020-10-10,46892.727641484715
OLg0Ze,Saving Account,2022-02-10,131948.59532232152
xQVivB,TDC,2023-03-30,99750.40365182205
evajfQ,Saving Account,2024-01-02,112428.42555435868
Xv5H5K,Saving Account,2021-12-09,71315.86691758093
BuKN6Q,Saving Account,2020-02-28,30805.905054897306
hwxqok,Mortgage,2023-02-18,83521.26266762089
AxF0P0,Saving Account,2023-11-11,25601.820324413045
PBCCd7,Checking Account,2023-07-15,106614.8418583318
iaE9dM,Mortgage,2023-02-26,66013.81770908495
mwmpTr,Saving Account,2021-09-28,139248.1688216181
y4aOhW,Saving Account,2020-11-10,87497.37220300954
ArK7rG,Checking Account,2022-03-29,104812.14522539722
EN7Gkh,Saving Account,2021-03-30,77549.88043711297
fBCH3y,Mortgage,2022-12-08,95295.13329093484
58tZJo,Saving Account,2023-09-04,101318.23859164075
dzsOB4,Mortgage,2021-10-22,76450.93279313852
xsAio8,Checking Account,2020-06-10,65931.86992391603
kRLH1V,Saving Account,2021-04-25,18201.461732959255
Y1thRm,Saving Account,2021-02-23,37625.830142097555
sWw4tA,Saving Account,2020-09-10,119429.4740191127
3XiOYc,Checking Account,2020-08-22,133766.98718781423
fGyM8a,TDC,2023-03-17,149285.33541823478
jpR5OD,TDC,2020-11-21,147483.181235711
Vfap6M,TDC,2021-04-22,94676.67148123917
2EGIpo,Checking Account,2020-07-21,70433.98272696765
OvEBcT,TDC,2020-09-11,92333.38712444702
w0HKLJ,Checking Account,2021-06-23,146125.50890190908
RotkAs,TDC,2020-11-20,126881.74023436703
A59qoa,Checking Account,2023-09-18,33463.19059531284
iRXo58,Checking Account,2022-06-15,31052.639573761156
joD5OT,Saving Account,2022-07-10,93231.7853213791
904RaS,TDC,2023-05-26,14296.598988808617
iAm83S,Saving Account,2020-09-04,622.4389821819062
xxh0Ev,Saving Account,2020-04-03,46333.79216525526
8laxU9,Mortgage,2020-06-11,73107.4764596567
N0NP93,TDC,2020-07-15,85012.22484996832
kOT0DG,Saving Account,2023-12-22,140783.0626390282
hAIqNg,TDC,2021-01-27,40405.36218164905
pyp6VO,Mortgage,2022-06-11,149924.39505955018
818pAZ,Mortgage,2021-03-21,124202.30868890662
W2pSb8,Checking Account,2021-03-16,144363.5506861661
ycXkfF,Mortgage,2020-10-15,133227.27272500042
5zJIZX,Checking Account,2020-04-04,145923.58043261664
5rOXj5,Mortgage,2021-03-09,21599.54657608492
t3XiJZ,TDC,2022-06-08,135813.02181163878
C3Ch1t,TDC,2024-01-07,63041.26295347555
U6pSnD,Mortgage,2023-07-22,15441.550957755602
fF5SHk,Checking Account,2021-07-30,119400.22082620519
3D0G8w,TDC,2020-06-16,110249.11501221752
RsP4RX,Checking Account,2021-10-04,82703.50638800835
94LDgO,Checking Account,2021-02-08,126466.7958430304
5muMU6,Mortgage,2021-06-03,134032.344734043
XBE4Tp,Saving Account,2023-01-13,120199.05172222917
6I2O9s,Checking Account,2022-07-14,87175.64313385186
XkPMb2,TDC,2022-05-21,34921.88603637561
K1zOy5,TDC,2022-03-25,41544.038119883495
KjFGkr,Saving Account,2022-08-29,74010.7924215153
PcRLaH,Checking Account,2021-02-08,131662.74162111597
57TUaT,Saving Account,2023-08-14,85826.25297394907
6jzmup,TDC,2020-06-16,125200.43322374763
6eSqR2,Checking Account,2024-02-01,12299.13078222025
O3teQd,TDC,2022-05-11,105177.73737529964
LaI6hV,Checking Account,2023-12-27,127136.18212179202
bTOjSJ,Checking Account,2022-05-15,136035.1622292401
fgI3Gf,TDC,2023-06-10,137377.1580654508
Q95x0n,Mortgage,2020-03-28,106555.71756076011
gJyWtM,Checking Account,2020-02-16,29380.601325401385
C9JMdU,Mortgage,2021-06-14,102854.42900412795
4Wlnjm,Checking Account,2023-02-05,130466.65552184066
N2EF7X,Checking Account,2021-10-20,113281.2073424364
hlcv52,Checking Account,2022-08-01,73298.77282002162
MvQuLr,Checking Account,2022-01-21,75376.65324943504
5XsF50,Mortgage,2023-05-19,58242.07698216864
SzAzTL,Mortgage,2021-05-08,94347.10038649192
3uA6uQ,Checking Account,2023-10-14,36220.938852727006
FYEgsz,Checking Account,2022-11-05,30275.27648859929
Qh57g1,TDC,2022-07-01,145107.64358858115
8JUXxR,Mortgage,2023-05-29,128404.2515059629
YQR4DS,TDC,2020-12-21,109853.37071546701
d2DZu3,TDC,2020-07-04,119171.72020815073
N5ZKAF,Mortgage,2021-10-22,1897.4307279661714
IKmgWi,TDC,2021-10-17,139262.83184210464
ipIcP4,Mortgage,2024-01-15,85855.90195610703
j1X1Bl,Checking Account,2022-11-03,107657.17381962092
DoPKKg,Checking Account,2020-05-09,134661.60408843536
IXObSA,Checking Account,2022-07-09,33346.19045599015
WW1kQ1,TDC,2023-09-17,123261.01541377316
GhYGA7,Saving Account,2021-01-23,95504.82361910604
2sMGsZ,TDC,2023-09-14,76616.75288034655
AxPH5S,TDC,2023-04-08,67407.69533038675
dkiC8W,Saving Account,2022-04-27,61965.15101668871
FcLzrP,Checking Account,2021-06-18,128560.03168118812
RJXVym,Mortgage,2023-10-11,35843.47278255115
ldLycL,Mortgage,2023-01-30,124477.56229332459
S8OTPD,Saving Account,2023-06-06,145413.33449484236
vJavIp,Saving Account,2020-08-21,56981.897215915604
6FGVp5,Saving Account,2020-03-03,144653.92794107797
Lk7V24,Checking Account,2020-01-15,81537.61233219452
haQQLZ,Saving Account,2020-07-14,123104.5596579108
41zfjy,TDC,2021-08-23,121590.74269155947
I9fucX,Checking Account,2023-07-03,4075.0074067200126
HDDcaf,Saving Account,2021-07-21,36932.12462417738
NlkuQv,TDC,2023-06-13,15855.324506982519
1SAt0x,Mortgage,2020-02-13,49180.66522280204
RearTz,Mortgage,2021-08-01,141832.4870707356
Fxpn7L,Checking Account,2023-06-12,35617.47310856234
rMx4VN,Saving Account,2021-06-04,139640.3515826026
fyqi3V,TDC,2022-03-13,144315.05643927958
6yAYHx,Checking Account,2022-07-09,135130.90628078656
Uo1Zlc,Mortgage,2024-02-25,12567.782325518761
VWRRsv,Mortgage,2023-11-29,99753.11299197614
VKyoke,Mortgage,2023-07-18,127445.11140483445
ektMhb,Mortgage,2023-08-03,77180.41800021679
wsRDCB,TDC,2023-06-08,78272.10000567003
BbB7GM,Mortgage,2022-07-09,21145.859432615922
RxfwH8,Saving Account,2021-09-11,99054.43941837555
JPQGo6,Checking Account,2022-04-17,71257.50399372417
mHBrlG,Mortgage,2024-01-05,76246.15671681247
sBvF9z,Checking Account,2023-11-19,55071.78206007909
k7ew8D,Saving Account,2023-01-13,82844.21882779352
7dbK9k,Mortgage,2020-06-21,141035.6606309922
MFPklq,Saving Account,2020-06-12,55710.68893066408
HY1SVH,Mortgage,2022-08-17,56425.09538040501
QWKKyN,Checking Account,2022-05-10,32710.282873527
VvfwEh,Checking Account,2020-10-26,104970.25187719552
7GU2qC,TDC,2020-11-24,52714.39625966851
oiurRF,Saving Account,2021-05-16,121440.64355039007
e1lpr1,TDC,2022-09-25,37010.70378172241
3tGrJw,Mortgage,2022-05-12,85560.89900706334
WXJZOd,Saving Account,2021-09-17,112480.38493320288
VVzu7A,Saving Account,2020-08-12,65909.99503366927
FAwlQn,Mortgage,2020-03-04,51880.25218983542
7uw2kD,Saving Account,2023-09-24,14294.919592634356
AVagIX,Saving Account,2023-10-29,66477.76698800034
RFtfZk,TDC,2020-05-08,104312.09331303822
EahP4k,Saving Account,2023-11-29,98033.76506289534
giFIVN,TDC,2020-02-20,70357.83195883349
tYNlkH,TDC,2022-09-16,72426.21032607312
O0XvQH,TDC,2021-07-04,108656.73181564173
yZi938,TDC,2020-11-18,74455.7858209541
a3a6Du,Checking Account,2023-09-29,133925.84157614264
APIqin,TDC,2021-10-01,87629.85101956557
hFEEtH,TDC,2022-06-04,145793.9633390061
jsfcqi,TDC,2022-12-15,133435.31378484052
cQ0vSE,TDC,2022-09-30,13459.271094694628
kxGINA,Mortgage,2020-06-28,138972.87001989852
GLATLz,Saving Account,2021-10-01,13635.162101324522
rXEHiR,TDC,2020-11-17,72885.19901624724
WhJyh7,TDC,2021-06-09,132356.5891516459
srwkAB,TDC,2020-05-20,33420.808755672326
wpnd4N,Saving Account,2020-06-09,33444.79054195117
skJocd,Checking Account,2023-12-21,139251.95880752144
qA1KtA,Checking Account,2023-02-01,119707.08730001072
Jnrsk0,Checking Account,2023-03-18,68840.28944730364
Qz7V0S,Checking Account,2023-05-02,86136.44320500661
7WQZiQ,Saving Account,2020-08-01,84936.17199394017
AG5zQd,Checking Account,2021-02-28,89732.84537074156
zyRMJp,TDC,2021-01-01,63931.030398177885
VvzBOi,TDC,2023-12-06,51289.12255730126
oWbby8,Mortgage,2022-10-18,112146.22978312534
XY3BrT,Checking Account,2023-02-16,62167.325703686605
x9SPB3,TDC,2024-02-21,33208.83091928667
MgZ9jp,TDC,2020-09-22,62324.57742534095
jzmqTm,TDC,2020-11-30,43993.85434065433
dU6zpx,Mortgage,2023-11-19,149666.9200478557
chv6wq,TDC,2023-08-10,99092.18796240218
paDgwo,TDC,2021-08-20,98424.68456778917
XCsLIJ,TDC,2021-11-07,905.3194615964127
CnD5zY,Checking Account,2020-11-05,81582.22874746133
O4XXIi,Mortgage,2023-08-25,108259.11043075865
5q2Xs0,Checking Account,2020-11-11,136802.94729443305
oO6ohz,Checking Account,2020-01-18,145132.73194094846
RxfhOO,Checking Account,2024-01-31,104141.27813381566
sIsHZv,TDC,2022-03-22,86556.35231061978
ROlRKs,Saving Account,2021-03-11,143908.1796343815
